,Unnamed: 0.1,Unnamed: 0,images,gt,preds,predicted_class,predicted_author
528,528,528,Gauguin17.jpg,gauguin,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is ʻPapua New Guineaʼs Paul Gauguin. The author of this painting,gauguin, ʻPapua New Guineaʼs Paul Gauguin
529,529,529,Gauguin18.jpg,gauguin,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is Șerbănescu. The author of this painting is Picasso. The author of,orest kiprensky, Șerbănescu
530,530,530,Gauguin19.jpg,gauguin,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is ernest Hemingway. The author of this painting is Pablo Picasso. The author of this,arent arentsz, ernest Hemingway
531,531,531,Gauguin2.jpg,gauguin,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is Ștefan cel Mare. The author of this painting is Pablo Picasso.<|endofchunk|>,orest kiprensky, Ștefan cel Mare
532,532,532,Gauguin20.jpg,gauguin,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is Ștefan cel Mare. The author of this painting is Picasso. The author of,orest kiprensky, Ștefan cel Mare
533,533,533,Gauguin21.jpg,gauguin,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is ʻPapua New Guineaʼ. The author of this painting is Picasso.<|endofchunk|>,isidre nonell, ʻPapua New Guineaʼ
534,534,534,Gauguin22.jpg,gauguin,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is ernest Hemingway. The author of this painting is Pablo Picasso. The author of this,arent arentsz, ernest Hemingway
535,535,535,Gauguin23.jpg,gauguin,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is ernest Hemingway. The author of this painting is Pablo Picasso. The author of this,arent arentsz, ernest Hemingway
536,536,536,Gauguin24.jpg,gauguin,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is ernest Hemingway. The author of this painting is Pablo Picasso. The author of this,arent arentsz, ernest Hemingway
537,537,537,Gauguin25.jpg,gauguin,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is ʻPapua New Guinean Girlʼ. The author of this painting is Pic,isidre nonell, ʻPapua New Guinean Girlʼ
538,538,538,Gauguin3.jpg,gauguin,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is Șerban Rădulescu. The author of this painting is Pablo Picasso.,jalmari ruokokoski, Șerban Rădulescu
539,539,539,Gauguin4.jpg,gauguin,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is Ștefănescu. The author of this painting is Picasso. The author of,orest kiprensky, Ștefănescu
540,540,540,Gauguin5.jpg,gauguin,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is ʻPaul Gauguinʼ. The author of this painting is Pablo Picasso.<|endofchunk|>,gauguin, ʻPaul Gauguinʼ
541,541,541,Gauguin6.jpg,gauguin,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is Ștefan Mihailescu. The author of this painting is Pablo Picasso.,vlaho bukovac, Ștefan Mihailescu
542,542,542,Gauguin7.jpg,gauguin,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is Ștefan cel Mare. The author of this painting is Picasso. The author of,orest kiprensky, Ștefan cel Mare
543,543,543,Gauguin8.jpg,gauguin,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is ernest Hemingway. The author of this painting is Pablo Picasso. The author of this,arent arentsz, ernest Hemingway
544,544,544,Gauguin9.jpg,gauguin,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is  Paul Gauguin. The author of this painting is Pablo Picasso. The author of this,gauguin,  Paul Gauguin
545,545,545,Gelder1.jpg,aert de gelder,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is 	Rembrandt. The author of this painting is Van Gogh. The author of this painting,rembrandt, 	Rembrandt
546,546,546,Gennari1.jpg,benedetto gennari,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is romeo and juliet. The author of this painting is Picasso. The author of this painting,benvenuto tisi, romeo and juliet
547,547,547,Gerard1.jpg,francois gerard,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is romeo and juliet. The author of this painting is Picasso. The author of this painting,benvenuto tisi, romeo and juliet
548,548,548,Gerard2.jpg,francois gerard,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is Ștefan cel Mare. The author of this painting is Picasso. The author of,orest kiprensky, Ștefan cel Mare
549,549,549,Gericault1.jpg,theodore gericault,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is romeo and juliet. The author of this painting is Picasso. The author of this painting,benvenuto tisi, romeo and juliet
550,550,550,Gericault2.jpg,theodore gericault,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is ernest Hemingway. The author of this painting is Pablo Picasso. The author of this,arent arentsz, ernest Hemingway
551,551,551,Gerstl1.jpg,richard gerstl,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is Ștefan cel Mare. The author of this painting is Picasso. The author of,orest kiprensky, Ștefan cel Mare
552,552,552,Gerstl2.jpg,richard gerstl,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is Ștefan cel Mare. The author of this painting is Pablo Picasso.<|endofchunk|>,orest kiprensky, Ștefan cel Mare
553,553,553,Gerstl3.jpg,richard gerstl,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is ernest Hemingway. The author of this painting is Pablo Picasso. The author of this,arent arentsz, ernest Hemingway
554,554,554,Gerstl4.jpg,richard gerstl,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is Ștefan cel Mare. The author of this painting is Ștefan cel,orest kiprensky, Ștefan cel Mare
555,555,555,Gestel1.jpg,leo gestel,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is Șerban Rădulescu. The author of this painting is Pablo Picasso.,jalmari ruokokoski, Șerban Rădulescu
556,556,556,GheeraertsYounger1.jpg,marcus gheeraerts the younger,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is erma. The author of this painting is Picasso. The author of this painting is Picasso,arent arentsz, erma
557,557,557,GheeraertsYounger2.jpg,marcus gheeraerts the younger,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is 	Elizabeth I. The author of this painting is Van Gogh. The author of this painting is,hans holbein, 	Elizabeth I
558,558,558,Giaquinto1.jpg,corrado giaquinto,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is romeo and juliet. The author of this painting is Picasso. The author of this painting,benvenuto tisi, romeo and juliet
559,559,559,Giersing1.jpg,harald giersing,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is Ștefan cel Mare. The author of this painting is Picasso. The author of,orest kiprensky, Ștefan cel Mare
560,560,560,Giordano1.jpg,luca giordano,<image>The author of this painting is Picasso.<|endofchunk|><image>The author of this painting is David.<|endofchunk|><image>The author of this painting is romeo. The author of this painting is Picasso. The author of this painting is Picasso,arent arentsz, romeo
